id,business_blank,business_categories,business_city,business_full_address,business_id,business_latitude,business_longitude,business_name,business_neighborhoods,business_open,business_review_count,business_stars,business_state,business_type,cool,date,funny,review_id,reviewer_average_stars,reviewer_blank,reviewer_cool,reviewer_funny,reviewer_name,reviewer_review_count,reviewer_type,reviewer_useful,stars,text,type,useful,user_id
162791,FALSE,Piano Bars; Seafood; Steakhouses; Nightlife; Restaurants,Scottsdale,"15169 N Scottsdale Rd
Scottsdale, AZ 85254",WSHQ9qpL39g5xA3E5iBCmw,33.6239133,-111.9251335,Michael Dominick's Lincoln Avenue Prime Steakhouse,NA,TRUE,73,3.5,AZ,business,0,11/22/2011,0,5-f6IvON0xk-qEkwWLjMrw,2.5,FALSE,0,0,Bonnie,2,user,4,3,"Had my birthday dinner last Thursday.  Food was only fair but the service was very disappointing.  Empty bottles were left on the table, had to ask for water refills, waiter did not know this was a special occasion in spite of the information given in the reservation.  The waiter was not knowledgeable about the menu items (other than the steak), forgot the side dishes.  We had oysters and they were sandy.  The main courses looked as if they were just tossed onto the plates.  The ""Valli"" cheescake was made with so much whipped cream it was just too rich.
When compared with the Capitol Grille, they are really a distant second.",review,1,LZfWPkv9FnOHdnNLmp-0Nw
74255,FALSE,Day Spas; Tanning; Beauty & Spas,Scottsdale,"Steven Paul Salon
7045 E 3rd Ave
Scottsdale, AZ 85251",Md6b40dplJRSaxsu0_usgg,33.4961,-111.929344,Bronzeology: the Art of Custom Airbrush Tanning,NA,TRUE,4,5,AZ,business,1,6/25/2012,1,9eMmLhS4r4od1C4GHyXkcg,0,TRUE,0,0,NA,0,user,0,5,"Two days before I had to be at a wedding in California, I came to Brenna. I had gotten a spray tan at a salon within the past year and it was orange and streaky and absolutely terrible, so I was really nervous about it... but I was pale and it had to be done!

Brenna was sweet, enthusiastic, and comforting all in one little adorable Chicago-transplant package. She explained what she was going to do before she did it and was incredibly professional. I told her about my trip and how family would be there, so I didn't want to go too crazy, so she mixed up the color based on our conversation and my results were fantastic! Dark enough to look like I'd been sitting by the pool for days and light enough so I didn't look like I was trying too hard. No drips, no orange tinge, no brown elbows and it looked great my whole trip. Why don't I do this more often!?",review,1,GPchh5Jw7Go8nhI7WqF-ug
109685,FALSE,Food; Desserts; Ice Cream & Frozen Yogurt,Tempe,"514 S Mill Ave
Ste 102
Tempe, AZ 85281",AsSCv0q_BWqIe3mX2JqsOQ,33.42488026,-111.9401988,Cookiez On Mill,NA,FALSE,74,4,AZ,business,0,1/5/2010,0,nunjTwpEhXGefTybcFeabg,3.87,FALSE,58,27,Chelsea,62,user,86,4,"Hmm...try not to miss this on Mill or you will regret it. It was a delicious treat at the end of a night. The baked cookies with which you can stack one of a few very mouthwatering ice creams on top of, were awesome, and like I said just pick one of  the awesome ice creams to go with it. I did a half size and was way more than satisfied. Try mint chocolate chip ice cream on chocolate chocolate cookie- it was bliss. Also enjoy sitting outside and watch the foot traffic. Mill never disappoints with fascinating people watching.",review,0,3VIRjR2V29TOaI9u64hMig
179326,FALSE,Sushi Bars; American (New); Restaurants,Gilbert,"2224 E Williams Field Rd
Gilbert, AZ 85295",6qC2ATU4rVRRTKI-SScQOQ,33.306896,-111.752395,Kona Grill,NA,TRUE,66,3.5,AZ,business,0,5/12/2012,0,DrdxONy56RbyuC7_bFehTw,3.29,FALSE,1,1,Valery,7,user,4,5,"I really love this place!  They have really good sushi and the best Onion Soy salad dressing ever! The service could be better, I usually sit on the patio and there is one girl who is a waitress there who pretty much doesn't smile and is short when she comes to the table to wait on you but other then that I can't think of anything else that I would be able find as a con to this restaurant...I wont knock them a star due to this one girl...I love the place and they deserve the 5 star rating!",review,1,ISZXU3ZxqbCT0opbtMsb8w
54494,FALSE,Shopping; Office Equipment,Phoenix,"106 W Osborn Road
Phoenix, AZ 85013",0jPDeGGcCjX2BXj0DEuWIQ,33.4876227,-112.075086,Staples,NA,TRUE,6,2,AZ,business,0,7/26/2012,0,8hrexgGy3SxQJ1IUOp2JaA,4.11,FALSE,2,3,Mark,18,user,6,3,"Nothing great about this place. Sometimes they have too many employees following you around like a puppy, Sometimes they are short. Today they were just plain unpleasant. No thank you. No apology for their rewards system not working - just a ""you might want to call the number on the card."" On top of that, they have some ridiculous card you can buy for 10 dollars, but you get a coupon for 5 dollars, then you get 15% off. Hey guys, don't make it complicated  -just give us a reasonable price and stop stroking us it on ridculous reward systems. BTW Staples brand product sort of suck. So what I'm saying is... if you live in the area and need a pen, go for it. Just don't your hopes up for any more than that.",review,0,X1nTlg9in3_Ch8QR8Hx4lg
167181,FALSE,Women's Clothing; Thrift Stores; Shopping; Fashion; Accessories,Glendale,"7530 W Bell Rd
Ste 105
Glendale, AZ 85308",kBboKZCqHsXOO8ooLeMJYA,33.639638,-112.220869,Plato's Closet,NA,TRUE,5,4.5,AZ,business,0,10/16/2012,0,nt8P0pB56hFeOuHpu2bqnA,5,FALSE,0,1,David,4,user,2,5,Highly  think  this  is  a  great  place  for  buying  clothes  at  a  very  reasonable  cost.,review,1,BuxGraZ7iB_nqV2vDFLa-A
121114,FALSE,Mexican; Restaurants,Phoenix,"401 W Clarendon Ave
Phoenix, AZ 85013",#NAME?,33.49112,-112.079081,Gallo Blanco Cafe,NA,TRUE,549,4,AZ,business,0,10/4/2010,0,9_476pvXueFI4VI_amqpCg,0,TRUE,0,0,NA,0,user,0,2,"I am not sure what is going on here but Doug is letting this place slip up.  I have been an advocate of Gallo since it opened and have recommended it to many people but the last few times I've been here it has been very sub par.  I figured it was just a fluke but its happened a few times in a row now and I am obligated to update my review.

The last time I was in I ordered guacamole, a shrimp taco, cochinita taco, and a carne asada burrito.  The avacados in the gaucamole were rock hard.  For Doug's love for fresh and local food this is absolutely unacceptable.  When I bit into my cochinita taco it had two huge pieces of fat I had to spit out on my plate.  Disgusting.  The shrimp was cold and overcooked in my 3 dollar shrimp taco.  The carne asada burrito may have the best marinated carne in all of town.  But when they charge 8 dollars for it (twice the price of almost everywhere) and then fill it half up with beans this is also unacceptable.  My bill along with my dates came out to 40 bucks without drinks.  I am finding it very hard to spend that kind of dough for this kind of experience.  

All good things must come to an end I suppose.  I may be back someday.  But I will never recommend it again unless things change dramatically.  It actually saddens me to have to have written this.  I hope things go back to how they were.",review,4,SGXahHRReksq3m_Zk9V20w
48601,FALSE,Breakfast & Brunch; American (New); Cafes; Restaurants,Scottsdale,"4151 N Marshall Way
Scottsdale, AZ 85251",qKBdXH1kZNU-c9BHQaTUag,33.49618149,-111.9288101,Dottie's True Blue Cafe,NA,TRUE,36,3.5,AZ,business,0,3/9/2012,1,RA33d3bj62fWilOzU1g9WA,5,FALSE,0,1,Kirsten,2,user,1,5,"I have been to the original Dottie's in San Francisco several times, which everybody knows is _the_ place downtown to eat breakfast. Yeah, they have LINES around the block every day, which, with all of SF's snobby eaters, that's saying a lot. Naturally, my group was skeptical, because we LOVE the original. So, we ordered a few of their classic signature breakfast dishes, including the black bean cakes with cornbread (this one was on Diners Drive-ins and Dives)  and the Alabama Summer (fresh fruit, with either amazing pancakes or to-die-for french toast). We were not disappointed. The food was the usual big portions and perfectly cooked. I was shocked -- they really did stay 'True Blue' to the original. I'm thrilled I finally don't have to go 1,000 miles for those disgustingly good baked goods I usually stuff in my bag on the plane ride home. Keep it up, Dottie's clone!",review,0,pYytP4YBySaUnAhA4AKa5A
207378,FALSE,Hair Salons; Beauty & Spas,Surprise,"13794 W Waddell Rd
Surprise, AZ 85379",pyU4pTX19Rkbb23CG_tA5Q,33.6093014,-112.3560476,Great Clips,NA,TRUE,8,4,AZ,business,0,2/3/2009,0,t8O29hmyCeXmZ393IVDa2A,3.11,FALSE,15,7,lysser,19,user,29,3,"Since I can't manage to schedule an eye exam once a year much less a haircut every month or two (or four), Great Clips is my kind of place.  Sure, I have to sit in a hard plastic chair, squished between scraggly-headed kids and a guy with a farmer's tan while I wait, but it's not that bad.  Over the last 3 years, I've had a few killer haircuts and a handful of really bad ones, but no biggie.  It's just hair.",review,0,2BUJA0Y7ktr9vL_37ss8gQ
200966,FALSE,Wine Bars; Bars; Restaurants; Nightlife; Tapas/Small Plates,Scottsdale,"7137 E Stetson Dr
Scottsdale, AZ 85251",P5uC-zfGG6yqoQDUyqyAvg,33.4995106,-111.9272212,Kazimierz World Wine Bar,NA,TRUE,245,4,AZ,business,2,9/8/2010,1,VIVUjAhdFNHdQ-yfKVLEIQ,3.72,FALSE,322,331,Jason,376,user,1034,3,"Kazimierz = 

* Awesome ambiance and decor
* Extensive wine (it is HUGE and takes me forever to pick something)
*Comfortable seating (I LOVE the couches)

This really is a great place when it isn't busy.  I love coming here to chill and try a few glasses of wine.

And I really want to give this place 5 stars but I just can't.....

I really like this place, but I HATE it that they charged a cover Sunday night.  It really pisses me off.  I don't care if they have live music.  They already overcharge for everything so you'd think they can kick in a few bucks for the band instead of pissing me off?  I don't care about the $5 - it is the principal of having to pay it while the douche at the door lets other douches in for nothing.  I guess I have just come to expect certain places are above charging a cover but I guess not.",review,0,rLtl8ZkDX5vH5nAx9C3q5Q
126947,FALSE,Nightlife; Bars; American (Traditional); Sports Bars; Restaurants,Phoenix,"Sky Harbor International Airport
Terminal 4, C Gates
Phoenix, AZ 85034",VFjeCLwVMguUNWH-DeOgyw,33.43468252,-111.9944036,Fox News Sky Box,NA,TRUE,30,2.5,AZ,business,0,11/28/2010,0,hpRltvhiWJNQHRMG-P2muA,3.3,FALSE,115,83,Joe,567,user,416,1,"If there weren't tv's, chairs, and tables, this place would get one star...

The food is beyond awful.. t really is.. Seems like the burger was microwaved...

The prices are a joke for what you get...

I understand it is in an airport, but give me a break.

The service was the worst of all.... It seemed like the waitress was annoyed when we asked for the price of drinks because it wasn't listed on the menu...

We won't be back...

Garbage place...",review,1,4BZbyy12azmRsZErsiTWwQ
217833,FALSE,American (Traditional); Restaurants,Glendale,"7640 W Bell Rd
Glendale, AZ 85308",m34siNIv_F15LIzkmxP7-g,33.6385506,-112.2234146,Rock Bottom Restaurant and Brewery,NA,TRUE,54,3.5,AZ,business,3,12/28/2010,5,QhqeaAoEMIxHeoBxH8uyfA,3.35,FALSE,363,384,Jim,283,user,653,3,"Hit this place up on a Monday night (last night) around 9 PM.  An old friend was in town and we knew they had a heated cigar-friendly patio...... note I said ""HAD.""

Yeah... apparently, this location (and this location ONLY) has decided to allow cigarettes on their patio...... but not cigars or pipes anymore (OFF the Yelp Cigar Patio list for you!).

INSERT SLIGHTLY OFF-TOPIC VENT HERE:

What's with the new trend that allows cigarettes but not pipes and/or cigars, by the way?!

Lemme see... cigarettes smell like burning paper full of chemically treated dried leaves.... because that's what they ARE!  They stink... people often smoke several in succession...... and I'm sorry cigarette smokers, but a certain shall-we-say uncouth crowd can sometimes accompany them, right?  C'mon... even you cigarette smokers have to admit that you've run into more toothless idiots than intellectuals in smoking areas.

Cigars, on the other hand, are completely pure tobacco leaves, not dried, no chemicals added, no burning paper...... so the aromas are much more pleasant (albeit still smoke) and don't stick to clothes, walls, etc... like cigarettes.  Adding to that is that cigars are generally smoked by middle aged men with some affluence since they cost anywhere from 10 to 150 bucks a pop for anything decent.  Pipes are an even more pleasant aroma (since they're often treated and blended specifically for that purpose) and attract an even older and just-as-refined crowd, as a rule.

So... I don't get it...... is it maybe the volume of smoke that some cigars can produce?  Then it SEEMS like the guy with a cigar is creating the smoke smell coming from th patio?  Is it just that we're all USED to the cigarette smell on patios but our noses are alerted when cigars are around because it's so much more infrequent?  I dunno.......... but it's a pretty dumb trend that I've run into twice now (the Yard House at West Gate has the same stupid rule)... so SOMEONE has to have a reason (the server certainly didn't have one apart from, ""I dunno.  It's just our manager's policy now... I don't get it either and I just came from another Rock Bottom where we all LOVE our regulars that cigars and pipes bring in.""

Sigh...

END SLIGHTLY OFF-TOPIC VENT.

On top of that, their beers have never been anything more than just decent micro-brews (although I hear some other brewmasters do a better job in the Valley)... the food is just OKAY...  We DID happen to get great service last night, but that isn't the norm, especially when you're sitting in the please-completely-neglect-and-or-forget-about-me section known as the ""patio.""

In fact... the only thing that's ever brought us back here was their cigar-friendly patio....... oops..... looks like we've made our last visit...",review,3,yy3jXczrKljJGzjo24HWfw
107645,FALSE,Mexican; Restaurants,Gilbert,"25 E Ray Rd
Gilbert, AZ 85296",PWiU2RQx7Fi86iYJMf381Q,33.320504,-111.7889,Cafe Posada,NA,TRUE,22,3,AZ,business,0,7/20/2012,0,AJV-eWKDzCxKwau8q8gILw,3.98,FALSE,12,21,Richard,53,user,86,2,"MEH... this used to be my favorite place years ago, took wife today, her black beans were cold and crunchy, I asked to see manager, he came over and immediately said ""yeah, that's happened before, we keep them on salad bar and if anyone orders them, we just microwave some....""  then he walked off with the dish and never returned..no apology...no meal comp..nothing.... ""HOT"" salsa wasn't hot at all.  Prices were higher than other mom and pop places.  I like the interior, its clean and neat despite being ""out of date"" 
on the good side: Clean, good service",review,1,#NAME?
108613,FALSE,Bars; Food; Arts & Entertainment; Venues & Event Spaces; Wine Bars; Wineries; Event Planning & Services; Nightlife,Scottsdale,"7035 E Main St
Scottsdale, AZ 85251",#NAME?,33.492517,-111.930037,Su Vino Winery,NA,TRUE,74,4,AZ,business,0,7/7/2012,0,eULMahVNLgprQJsIzyGGzw,3.76,FALSE,58,22,Nicki,112,user,255,5,"I'm a huge sucker for bars with board games, so of course, I'm in love with Su Vino, a wine bar in Old Town Scottsdale. The small, charming spot is tucked away from the nightclub scene and hidden in the art gallery district. It has a cute little patio and a bar you can sit at, in addition to a few tables within the restaurant.

You can get some delicious appetizers and desserts to accompany the dozens of wines they serve. I recommend the cheese platter ($12.95), which consists of a generous portion of a variety of cheese, plus grapes, olives and crackers.

And the Caprese salad ($9.99) was a stellar portion of thickly-cut slices of mozzarella and beef steak tomatoes. This was one of the best-valued caprese salads I've ever had, and it tasted delicous.

Su Vino's obvious big draw is its wine. You can try a wine flight of five different types for only $10, and you can also purchase glasses and bottles.

Another cool thing you can do at Su Vino is bottle your own wine, complete with custom labels -- perfect for parties or special occasions.

And then there are those board games you can play while sipping on your wine. It's a great way to relax and have a low-key evening in Old Town Scottsdale!",review,2,v2UqlUHA8d3lgTIby0CCFQ
91380,FALSE,Mexican; Restaurants,Scottsdale,"34505 N Scottsdale Rd
Scottsdale, AZ 85266",LdI-fcJDXGE7ns_jwWY2ow,33.798073,-111.926458,"Spotted Donkey Cantina, el Pedregal",NA,TRUE,76,4,AZ,business,0,7/2/2011,1,NCJUYVhHT85-IlNqDQ4L7w,3.73,FALSE,45,97,JD,149,user,123,5,"If you know me...its all about the appetizer menu....and once again We Kicked Ass!!  4:30 and it was a full on Appy Fest!

KILLER Calamari.....chunky guaco goodness from heaven.....and mediocre queso.   Super Rita's and an all round FABULOUS time!

The queso is made with an obvious béchamel base then the cheese is added....our queso was very grainy hinting at too much flour in the base.  That is the only flaw in this otherwise sublime experience.  Go Go Go!",review,0,#NAME?
153657,FALSE,Automotive; Body Shops,Gilbert,"Gilbert, AZ 85234",VrGkQaFLDwkeFdjJ4YbvaA,33.3650631,-111.7495419,Advanced Dent Removal,NA,TRUE,3,3.5,AZ,business,0,10/1/2010,0,C0nN1o1B3FLNUfndutrcFQ,4.5,FALSE,2,0,Jim,2,user,1,5,I had a few door dings and one deep thumb sized dent in my fender.  Tony did an AMAZING job.  He did all the door dings and the fender dent for a low price and he even came to my home to complete the job.  Five stars all the way!!,review,0,eoLIzAePB0FGTWQgwPDdWw
