id,business_blank,business_categories,business_city,business_full_address,business_id,business_latitude,business_longitude,business_name,business_neighborhoods,business_open,business_review_count,business_stars,business_state,business_type,cool,date,funny,review_id,reviewer_average_stars,reviewer_blank,reviewer_cool,reviewer_funny,reviewer_name,reviewer_review_count,reviewer_type,reviewer_useful,stars,text,type,useful,user_id
48601,FALSE,Breakfast & Brunch; American (New); Cafes; Restaurants,Scottsdale,"4151 N Marshall Way
Scottsdale, AZ 85251",qKBdXH1kZNU-c9BHQaTUag,33.49618149,-111.9288101,Dottie's True Blue Cafe,NA,TRUE,36,3.5,AZ,business,0,40977,1,RA33d3bj62fWilOzU1g9WA,5,FALSE,0,1,Kirsten,2,user,1,5,"I have been to the original Dottie's in San Francisco several times, which everybody knows is _the_ place downtown to eat breakfast. Yeah, they have LINES around the block every day, which, with all of SF's snobby eaters, that's saying a lot. Naturally, my group was skeptical, because we LOVE the original. So, we ordered a few of their classic signature breakfast dishes, including the black bean cakes with cornbread (this one was on Diners Drive-ins and Dives)  and the Alabama Summer (fresh fruit, with either amazing pancakes or to-die-for french toast). We were not disappointed. The food was the usual big portions and perfectly cooked. I was shocked -- they really did stay 'True Blue' to the original. I'm thrilled I finally don't have to go 1,000 miles for those disgustingly good baked goods I usually stuff in my bag on the plane ride home. Keep it up, Dottie's clone!",review,0,pYytP4YBySaUnAhA4AKa5A
207378,FALSE,Hair Salons; Beauty & Spas,Surprise,"13794 W Waddell Rd
Surprise, AZ 85379",pyU4pTX19Rkbb23CG_tA5Q,33.6093014,-112.3560476,Great Clips,NA,TRUE,8,4,AZ,business,0,39847,0,t8O29hmyCeXmZ393IVDa2A,3.11,FALSE,15,7,lysser,19,user,29,3,"Since I can't manage to schedule an eye exam once a year much less a haircut every month or two (or four), Great Clips is my kind of place.  Sure, I have to sit in a hard plastic chair, squished between scraggly-headed kids and a guy with a farmer's tan while I wait, but it's not that bad.  Over the last 3 years, I've had a few killer haircuts and a handful of really bad ones, but no biggie.  It's just hair.",review,0,2BUJA0Y7ktr9vL_37ss8gQ
200966,FALSE,Wine Bars; Bars; Restaurants; Nightlife; Tapas/Small Plates,Scottsdale,"7137 E Stetson Dr
Scottsdale, AZ 85251",P5uC-zfGG6yqoQDUyqyAvg,33.4995106,-111.9272212,Kazimierz World Wine Bar,NA,TRUE,245,4,AZ,business,2,40429,1,VIVUjAhdFNHdQ-yfKVLEIQ,3.72,FALSE,322,331,Jason,376,user,1034,3,"Kazimierz = 

* Awesome ambiance and decor
* Extensive wine (it is HUGE and takes me forever to pick something)
*Comfortable seating (I LOVE the couches)

This really is a great place when it isn't busy.  I love coming here to chill and try a few glasses of wine.

And I really want to give this place 5 stars but I just can't.....

I really like this place, but I HATE it that they charged a cover Sunday night.  It really pisses me off.  I don't care if they have live music.  They already overcharge for everything so you'd think they can kick in a few bucks for the band instead of pissing me off?  I don't care about the $5 - it is the principal of having to pay it while the douche at the door lets other douches in for nothing.  I guess I have just come to expect certain places are above charging a cover but I guess not.",review,0,rLtl8ZkDX5vH5nAx9C3q5Q
126947,FALSE,Nightlife; Bars; American (Traditional); Sports Bars; Restaurants,Phoenix,"Sky Harbor International Airport
Terminal 4, C Gates
Phoenix, AZ 85034",VFjeCLwVMguUNWH-DeOgyw,33.43468252,-111.9944036,Fox News Sky Box,NA,TRUE,30,2.5,AZ,business,0,40510,0,hpRltvhiWJNQHRMG-P2muA,3.3,FALSE,115,83,Joe,567,user,416,1,"If there weren't tv's, chairs, and tables, this place would get one star...

The food is beyond awful.. t really is.. Seems like the burger was microwaved...

The prices are a joke for what you get...

I understand it is in an airport, but give me a break.

The service was the worst of all.... It seemed like the waitress was annoyed when we asked for the price of drinks because it wasn't listed on the menu...

We won't be back...

Garbage place...",review,1,4BZbyy12azmRsZErsiTWwQ
107645,FALSE,Mexican; Restaurants,Gilbert,"25 E Ray Rd
Gilbert, AZ 85296",PWiU2RQx7Fi86iYJMf381Q,33.320504,-111.7889,Cafe Posada,NA,TRUE,22,3,AZ,business,0,41110,0,AJV-eWKDzCxKwau8q8gILw,3.98,FALSE,12,21,Richard,53,user,86,2,"MEH... this used to be my favorite place years ago, took wife today, her black beans were cold and crunchy, I asked to see manager, he came over and immediately said ""yeah, that's happened before, we keep them on salad bar and if anyone orders them, we just microwave some....""  then he walked off with the dish and never returned..no apology...no meal comp..nothing.... ""HOT"" salsa wasn't hot at all.  Prices were higher than other mom and pop places.  I like the interior, its clean and neat despite being ""out of date"" 
on the good side: Clean, good service",review,1,#NAME?
108613,FALSE,Bars; Food; Arts & Entertainment; Venues & Event Spaces; Wine Bars; Wineries; Event Planning & Services; Nightlife,Scottsdale,"7035 E Main St
Scottsdale, AZ 85251",#NAME?,33.492517,-111.930037,Su Vino Winery,NA,TRUE,74,4,AZ,business,0,41097,0,eULMahVNLgprQJsIzyGGzw,3.76,FALSE,58,22,Nicki,112,user,255,5,"I'm a huge sucker for bars with board games, so of course, I'm in love with Su Vino, a wine bar in Old Town Scottsdale. The small, charming spot is tucked away from the nightclub scene and hidden in the art gallery district. It has a cute little patio and a bar you can sit at, in addition to a few tables within the restaurant.

You can get some delicious appetizers and desserts to accompany the dozens of wines they serve. I recommend the cheese platter ($12.95), which consists of a generous portion of a variety of cheese, plus grapes, olives and crackers.

And the Caprese salad ($9.99) was a stellar portion of thickly-cut slices of mozzarella and beef steak tomatoes. This was one of the best-valued caprese salads I've ever had, and it tasted delicous.

Su Vino's obvious big draw is its wine. You can try a wine flight of five different types for only $10, and you can also purchase glasses and bottles.

Another cool thing you can do at Su Vino is bottle your own wine, complete with custom labels -- perfect for parties or special occasions.

And then there are those board games you can play while sipping on your wine. It's a great way to relax and have a low-key evening in Old Town Scottsdale!",review,2,v2UqlUHA8d3lgTIby0CCFQ
153657,FALSE,Automotive; Body Shops,Gilbert,"Gilbert, AZ 85234",VrGkQaFLDwkeFdjJ4YbvaA,33.3650631,-111.7495419,Advanced Dent Removal,NA,TRUE,3,3.5,AZ,business,0,40452,0,C0nN1o1B3FLNUfndutrcFQ,4.5,FALSE,2,0,Jim,2,user,1,5,I had a few door dings and one deep thumb sized dent in my fender.  Tony did an AMAZING job.  He did all the door dings and the fender dent for a low price and he even came to my home to complete the job.  Five stars all the way!!,review,0,eoLIzAePB0FGTWQgwPDdWw
66654,FALSE,Delis; Sandwiches; Restaurants,Phoenix,"3437 W Dunlap Ave
Phoenix, AZ 85051",DE8UVNCCpOE0vTAbGaMoeQ,33.56721,-112.133347,Romanelli's Deli & Bakery,NA,TRUE,57,4.5,AZ,business,2,40069,2,gZTGU5W2DQllU5PdfJkraQ,3.79,FALSE,61,58,Ashley,28,user,88,5,"I went here a couple of weeks ago when I was in the area shopping for a new Bento box. I picked up some subs for dinner, along with a few items I haven't had since I've moved out here from New York. 

I got the italian beef special, and the boy got some sort of italian meat masterpiece. Mine was delicious, and he seemed to really enjoy his. I also got a bag of wise potato chips since I haven't had them in FOREVER. YUM. (I also got an assortment of italian cookies, because seriously, who doesn't need some delicious rainbow cookies in their life?)

Overall, this place is awesome. The men behind the register were hilarrrrious. The woman behind the cookie counter was really helpful, but totally evil because she was steering me towards all sorts of delcious goodies that I shouldn't be eating.

I will definitely be going here again when I get a craving for some New York subs. Mmm.",review,2,LQ7qcT0TWlNFnLzdohhgPg
64917,FALSE,Hair Salons; Beauty & Spas,Chandler,"1960 W Ray Rd
Chandler, AZ 85224",0MoKiXqYSvyJu_BFugwFqg,33.321726,-111.875811,Great Clips For Hair,NA,TRUE,5,2.5,AZ,business,0,40254,0,3f90Uy38IcXdeWYSz-OXyw,3.61,FALSE,37,43,Carmelo,215,user,113,2,"wow, this lady Angelica. She asked me what I wanted and did the opposite. Good thing I look good with short hair. She asked if I wanted my hair short and spiked. I said no and asked her to leave the top so I can slick my hair back. I have short spiked hair now.",review,1,Bmzq_nkjYqp8aWn12RJdhA
113081,FALSE,Mexican; Restaurants,Mesa,"1940 E University Dr
Mesa, AZ 85203",_mt0EQgGCG-qrLy51RnQag,33.4230663,-111.7887534,Garcia's Mexican Restaurant,NA,TRUE,22,3.5,AZ,business,0,40627,0,D_0Senc30OYLW-ZtysuFiA,4.25,FALSE,1,1,Donald,25,user,4,4,Good food. Was here for lunch. It was slow but the service was ok and she was nice. There are lunch specials here to until 3pm. Cheese enchiladas were good. Fabulous been and salsa dip!,review,0,QIDkxqj4fVs3xeEEFLnhmQ
187835,FALSE,Food; Coffee & Tea,Phoenix,"4402 N Central Ave
Phoenix, AZ 85012",aRkYtXfmEKYG-eTDf_qUsw,33.5005719,-112.0741143,Lux,NA,TRUE,461,4,AZ,business,2,39685,1,WNCWOxibINFjNfKKjRPxBg,3,FALSE,10,8,Nathan,8,user,13,4,"Lux is the place in Phoenix (I prefer Cartel in Tempe).
Their espresso is excellent, and the majority of their baristas really know how to work it.  Most of them are super nice, too (most notably the very cute Jane who may or may not still work there).  

Marked off a star because of the occasional totally indifferent barista (one of the guys in particular, though I refuse to name names), as well as the annoying clientèle.  I have attempted to start conversations with fellow customers here, but they just are not having it.  I've decided that I just don't want to spend time in such an unfriendly place, even if the baristas ARE fantastic and cute.",review,1,4CWEM53ijX2WGLoFWfTl6w
73461,FALSE,Mexican; Restaurants,Scottsdale,"14780 N Northsight Blvd
Scottsdale, AZ 85260",kqGbGsG2p6Y3vkplCKyE9g,33.62127485,-111.8990644,Habanero's Mexican Grill,NA,TRUE,121,4,AZ,business,0,41159,0,ykANc1VbJTPIJJ4D9OZzSw,3.78,FALSE,1,2,Victor,9,user,0,4,Food is excellent and staff is always very friendly!,review,0,Tvtjkm4OZM7b85nanzZDuw
184485,FALSE,Health & Medical; Chiropractors,Phoenix,"15810 S 45th St
Ste 160
Phoenix, AZ 85048",T09QUM1nYuuvogPeDFkkEA,33.303609,-111.987378,Great Choice Chiropractic,NA,TRUE,3,5,AZ,business,0,41146,0,zAz66Lqq4-AUjYZS66Mlyg,4,FALSE,3,2,Mindy,18,user,8,5,A year ago I was having horrible back pain!  Dr Greg quickly put me on a plan to get me feeling better!   Simply amazing.  Dr Greg is awesome and cares about his patients!  I also have had massages from Audrey...oh so great!!!,review,0,JMi_6SiCT_-eZB-X8Vt0SQ
116722,FALSE,Mexican; Restaurants,Tempe,"960 W University Dr
Tempe, AZ 85281",VBhgkRUNe9gjc1HpmHA3Zw,33.422728,-111.951494,Rosita's Fine Mexican Food,NA,TRUE,70,3,AZ,business,0,40737,0,USdE3EaVsZesfLyEdwUS0g,4,FALSE,4,0,Tiffany,6,user,11,3,"Two words - beef chimichanga. I love chiimis and theirs is hands down one of the best in the valley.  
Overall, Rosita's is a pretty average Mexican restaurant. Calling it ""fine food"" may be a bit of a stretch. I love their chips and salsa and their black beans along with the chimi. Steer clear of the ""guacamole"". I don't think it includes a single avocado. It's more of a green sour cream.  We affectionately refer to it as ""the creepy green sauce"".
The service is usually fast and always friendly which makes it a great place for a weekday lunch.",review,2,gkdaO-6RN910GrKR93iLtA
49137,FALSE,Food; Ice Cream & Frozen Yogurt; Coffee & Tea,Scottsdale,"7605 E Pinnacle Peak Rd
Ste 3
Scottsdale, AZ 85255",CKjcewWeWvdJ7TzOQbZOIw,33.6986352,-111.9174871,That's Amore Gelato,NA,TRUE,53,5,AZ,business,7,40200,7,xarGa4y1jTXt-VJBLS-X8g,3.91,FALSE,2110,1511,Deb,357,user,2519,4,"Yeah I ""found"" a new wonderful Gelato place , 
Boo ,  it's quite a trek across town for me,
Yeah  they have lovely flavors like Toberlone, Hazelnut, Peanut Butter and more,
Boo , the prices are a bit more than I normally pay,
Yeah , My kids love it ,
Boo , now they are going to want to visit it again ,
Yeah, Husband and I can sneak over on date night after eating at Herb Box,
Boo, Date night won't be  for  a few weeks.
Yeah , the gelato is so authentic the owners are Italian,
Boo , I am frightened they will go out of business like Sweet Life!",review,8,tdNV2Wb0LrFpm1Yfov_Klw
43945,FALSE,Hotels & Travel; Event Planning & Services; Hotels,Tempe,"1221 E Apache Boulevard
Tempe, AZ 85281",c0iszTWZwYtO3TgBx0Z0fQ,33.414027,-111.918234,Days Inn Tempe-Asu,NA,TRUE,7,2,AZ,business,1,40902,0,8FeGeIANGJhx3Z5-jdiWIg,3.9,FALSE,109,72,Ryan,93,user,158,1,"I stayed in this ""hotel"" on a cross country trip in late 2009. I'm just getting around to Yelping it now, but I doubt anything drastic has changed. 

Me and a buddy of mine were trying to travel very cheaply. We camped out as much as possible, but decided to splurge on the $40 hotel here in Tempe. We didn't have much of a choice as it hit 110 degrees during the day and was a cool 85 at night. My expectations for a hotel are fairly basic in my opinion:

1. Clean enough to not find multiple bugs, have nasty smells, or stains anywhere.

2. Have a bed.

3. Have air conditioning (at least in Arizona in August)

The only thing that this Days Inn got right was having a bed in the room. But it wasn't even good enough to satisfy rule #1!!!

The receptionist wasn't very friendly when we checked in, but I could overlook this small feature. Again, it's not high on my list when I pay $40 for a room. After driving around to where our room was, it looked nice enough at first glance. We were just happy to have a place to get out of the furnace that was the outdoors. After getting inside, we crank the a/c full blast. Ahhhhh, finally some relief.... or so we thought. We waited for a while for it to cool down, but in the mean time all we could do was strip down to our underwear and just lie on the beds. But it never did start to cool down. It was just blowing some warm air. Strike #1.

Waiting for it to turn night so we could actually move around without breaking a sweat, we were watching some tv and I noticed a few crickets jumping around on the comforter on the bed. WTF? Strike #2

We decided to go out later that night because we had heard the Tempe nightlife was pretty good. It was all going good until we called it a night and came back to the hotel. We wake up early in the morning to check out and the bathroom is completely infested with ants all over the sink. Crawling over our toothbrushes, the towels, up and down the walls, we had had enough. Strike #3

I've never had problems with other Days Inn in the past, but I guess not every franchise has the same owners and rules. Definitely avoid this place like the plague.",review,1,lClvoNr2cNYM6hC_rG7yEg
177252,FALSE,Hardware Stores; Lighting Fixtures & Equipment; Shopping; Home Services; Home & Garden,Phoenix,"525 E Camelback Rd
Phoenix, AZ 85012",r9PbVY9UQqXhsh0FU496kQ,33.5091977,-112.0662121,Lighting Unlimited,NA,TRUE,3,4.5,AZ,business,11,39269,12,f7OXUIuya7tQbXhMcdFDxQ,3.67,FALSE,8429,10451,Thomas,517,user,8401,4,"I know I'm gonna love a place when I hear upon entering, ""Hello there honey, how ya'll doin?"" LOVE YOU LADY BEHIND COUNTER. LOVE YOU! I mean how fun can it be to work at a light bulb store. Apparently big fun, cuz everyone there is very friendly and helpful. As I'm waiting for her to look up the part I need for my track light (I know, track lighting, how very 80s of me and how very gay) I'm overwhelmed by how many choices we as American consumers have in the light bulb world. You might say a light bulb went off in my head. WOW! Different shapes, colors, sizes, wattages, volts....lions and tigers and bears oh my! I really do highly recommend this business. Family owned and right now I feel like their favorite cousin. You know like Oliver on the Brady Bunch. Whatever happend to Oliver? Hmmm...he'll probably show up on Celebrity Fit Club. And scene...",review,11,C8ZTiwa7qWoPSMIivTeSfw
7438,FALSE,Wine Bars; Bars; Restaurants; Nightlife; Italian,Scottsdale,"7120 E Becker Ln
Scottsdale, AZ 85254",tA2DT7CGQPzgA6tTcTkXDw,33.583142,-111.927321,Centro Paninoteca,NA,FALSE,33,4,AZ,business,1,39851,0,yOzUD3HgusvV_oi6su066w,4.08,FALSE,1,0,gina,12,user,7,4,"I found this on yelp and what a great wine bar! I went here last night after work with friends and we shared a bottle of wine and had sandwiches. It was so good can't remember either name of the wine or food.
It was very small inside which made it cozy.",review,1,KdIVljQs1D1A8-pyfS4teg
137031,FALSE,Beauty & Spas; Nail Salons,Mesa,"4437 E Southern Avenue
Mesa, AZ 85206",D_vNewqgK7XIdoxVhAvRow,33.3937849,-111.7352521,Nail 09,NA,TRUE,3,2,AZ,business,0,41149,0,XdHkeM4TcZjuf-p6gTSVSg,0,TRUE,0,0,NA,0,user,0,1,"I went into this salon to get a pedicure. I was having a rough day and was just needing to relax. I also requested to have acrylics on my big toes. The gentlemen doing my pedicure started off with the two acrylics. He began pushing the cuticles of my big toes back with his FINGERNAILS!! Not only was this unsanitary but it was painful. I very politely let him know several times that he was hurting me. He didnt really seem to care. Then he was digging his tool under my toenail, again less than gentle. I AGAIN let him know that he was hurting me. Still he was not phased by my request. He then filed my nails with the electric filer, he got my skin with it and it HURT!! By this point i had only been there about 10 min. But it was 10 min too long. I decided enough was enough. I quietly got up, went to the register, explained the situation to the manager and told her i was more than happy to pay the ten dollars for the acrylics. That was ALL he had done so far. She said since i wasnt bleeding that i was fine and i was just being sensitive. She also informed me that it didnt matter if i got the pedicure or not, i WOULD pay the $30. I told her i didnt think that was fair. I did not yell, threaten, or curse at her! But she called THE POLICE and basically told them i was stealing and that if i didnt pay the $30 she would press charges!!! I have NEVER been in any kind of trouble and was in complete shock at the way i was treated!! They obviously dont care about their customers.",review,1,pEQY0JAfTMe6bzNyipsetA
224614,FALSE,Mexican; Restaurants,Phoenix,"1615 E Camelback Rd
Phoenix, AZ 85016",OT0gFIAr_c-d3i-IQ6TZQg,33.5089687,-112.0468549,Baja Fresh Mexican Grill,NA,TRUE,16,4,AZ,business,5,40193,2,HsJdfA2mq1aG5yub3Q9Jow,3.94,FALSE,2093,1852,Amy,325,user,2375,5,"OMFG!!!!!!!!!!!  I went here for lunch today and they had lobster tail tacos.  I come to this location about once a month.  It's incredibly clean and the service is always friendly.  I like to see confusion on peoples' faces when I break out my Spanish and place my order.  
The lobster tail tacos were A M A Z I N G!!!!!!!!!  Big hunks of lobster tail (langostino) and a pinkish sauce served in huge corn tortillas.  I got the combo, which comes with a side of rice and a side of beans.  You can choose refried or black.  I love their black beans.
Another thing I love about Baja Fresh is their salsa bar.  My favorite is the baja.  It's a smoky chipotle salsa.  I always get a bunch of different salsas to take home with me.  Their green salsa changed, but it's still really good and tastes so fresh.
There are NO microwaves here.  I have a ""thing"" about microwaves and rarely use mine at home.  I think it's strange to heat up food without something...hot.  *shudder*
Anyway, it's a clean facility with fresh food and many different options.  I'm still thinking about my langostino tacos, even if this is a chain.",review,8,6kmu0mYbdpMIOZ6Y0eVsxg
